name,year,team,position
Vince Workman,2001,Green Bay Packers,Weight Room Assistant
Jim E Mora,2001,Indianapolis Colts,Head Coach
George Catavolos,2001,Indianapolis Colts,Assistant Head Coach/Defensive Backs
John Hufnagel,2001,Indianapolis Colts,Quarterbacks
Gene Huey,2001,Indianapolis Colts,Running Backs
Jay Norvell,2001,Indianapolis Colts,Receivers
Tony Marciano,2001,Indianapolis Colts,Tight Ends
Howard Mudd,2001,Indianapolis Colts,Offensive Line
Todd Grantham,2001,Indianapolis Colts,Defensive Line
Mike Murphy,2001,Indianapolis Colts,Linebackers
John Pagano,2001,Indianapolis Colts,Defensive Assistant
Kevin Spencer,2001,Indianapolis Colts,Special Teams
Jon Torine,2001,Indianapolis Colts,Strength And Conditioning
Richard Howell,2001,Indianapolis Colts,Assistant Strength And Conditioning
Tom Coughlin,2001,Jacksonville Jaguars,Head Coach
John Pease,2001,Jacksonville Jaguars,Assistant Head Coach/Defensive Line
Jerald Ingram,2001,Jacksonville Jaguars,Running Backs
John McNulty,2001,Jacksonville Jaguars,Wide Receivers
Fred Hoaglin,2001,Jacksonville Jaguars,Tight Ends
Mike Maser,2001,Jacksonville Jaguars,Offensive Line
Garrick McGee,2001,Jacksonville Jaguars,Offensive Quality Control
Steve Szabo,2001,Jacksonville Jaguars,Inside Linebackers
Lucious Selmon,2001,Jacksonville Jaguars,Outside Linebackers
Perry Fewell,2001,Jacksonville Jaguars,Secondary
Paul Haynes,2001,Jacksonville Jaguars,Defensive Quality Control
John Bonamego,2001,Jacksonville Jaguars,Assistant Special Teams
Jerry Palmieri,2001,Jacksonville Jaguars,Strength And Conditioning
Greg Finnegan,2001,Jacksonville Jaguars,Assistant Strength And Conditioning
Dick Vermeil,2001,Kansas City Chiefs,Head Coach
Terry Shea,2001,Kansas City Chiefs,Quarterbacks
James Saxon,2001,Kansas City Chiefs,Running Backs
Charlie Joiner,2001,Kansas City Chiefs,Wide Receivers
Keith Rowen,2001,Kansas City Chiefs,Tight Ends
Mike Solari,2001,Kansas City Chiefs,Offensive Line
Irv Eatman,2001,Kansas City Chiefs,Assistant Offensive Line
Jason Verduzco,2001,Kansas City Chiefs,Offensive Assistant/Quality Control
Carl Hairston,2001,Kansas City Chiefs,Defensive Line
Bob Karmelowicz,2001,Kansas City Chiefs,Defensive Line
Joe Vitt,2001,Kansas City Chiefs,Linebackers
Peter Giunta,2001,Kansas City Chiefs,Defensive Backs
Darvin Wallis,2001,Kansas City Chiefs,Defensive Assistant/Quality Control
Frank Gansz Jr,2001,Kansas City Chiefs,Special Teams
Jeff Hurd,2001,Kansas City Chiefs,Strength And Conditioning
Billy Long,2001,Kansas City Chiefs,Assistant Strength And Conditioning
Dave Wannstedt,2001,Miami Dolphins,Head Coach
Mike Shula,2001,Miami Dolphins,Quarterbacks
Joel Collier,2001,Miami Dolphins,Running Backs
Robert Ford,2001,Miami Dolphins,Wide Receivers
Pat Jones,2001,Miami Dolphins,Tight Ends
Tony Wise,2001,Miami Dolphins,Offensive Line
Judd Garrett,2001,Miami Dolphins,Offensive Quality Control
Clarence Brooks,2001,Miami Dolphins,Defensive Line
Robert Nunn,2001,Miami Dolphins,Assistant Defensive Line/Defensive Quality Control
Bob Sanders,2001,Miami Dolphins,Linebackers
Mel Phillips,2001,Miami Dolphins,Secondary
Bill Lewis,2001,Miami Dolphins,Defensive Nickel Package
Keith Armstrong,2001,Miami Dolphins,Special Teams
Doug Blevins,2001,Miami Dolphins,Kicking
John Gamble,2001,Miami Dolphins,Strength And Conditioning
Brad Roll,2001,Miami Dolphins,Assistant Strength And Conditioning
Dennis Green,2001,Minnesota Vikings,Head Coach
Willie Shaw,2001,Minnesota Vikings,Assistant Head Coach/Defensive Backs
Mike Tice,2001,Minnesota Vikings,Assistant Head Coach/Offensive Line
Alex Wood,2001,Minnesota Vikings,Quarterbacks
Carl Hargrave,2001,Minnesota Vikings,Running Backs
Charlie Baggett,2001,Minnesota Vikings,Wide Receivers
John Tice,2001,Minnesota Vikings,Tight Ends
Dean Dalton,2001,Minnesota Vikings,Assistant Offensive Line/Quality Control
Brian Baker,2001,Minnesota Vikings,Defensive Line
Richard Solomon,2001,Minnesota Vikings,Inside Linebackers
Chuck Knox Jr,2001,Minnesota Vikings,Outside Linebackers
Trent Walters,2001,Minnesota Vikings,Defensive Assistant
Steve Wetzel,2001,Minnesota Vikings,Strength And Conditioning
Daryl Lawrence,2001,Minnesota Vikings,Assistant Strength And Conditioning
Bill Belichick,2001,New England Patriots,Head Coach
Dante Scarnecchia,2001,New England Patriots,Assistant Head Coach/Offensive Line
Dick Rehbein,2001,New England Patriots,Quarterbacks
Ivan Fears,2001,New England Patriots,Wide Receivers
Jeff Davidson,2001,New England Patriots,Assistant Offensive Line
Ned Burke,2001,New England Patriots,Coaching Assistant
Randy Melvin,2001,New England Patriots,Defensive Line
Pepper Johnson,2001,New England Patriots,Inside Linebackers
Rob Ryan,2001,New England Patriots,Outside Linebackers
Eric Mangini,2001,New England Patriots,Defensive Backs
Brian Daboll,2001,New England Patriots,Coaching Assistant
Brad Seely,2001,New England Patriots,Special Teams
Mike Woicik,2001,New England Patriots,Strength And Conditioning
Markus Paul,2001,New England Patriots,Assistant Strength And Conditioning
Jim Haslett,2001,New Orleans Saints,Head Coach
Rick Venturi,2001,New Orleans Saints,Assistant Head Coach/Secondary
Frank Cignetti Jr,2001,New Orleans Saints,Quarterbacks
Dave Atkins,2001,New Orleans Saints,Running Backs
Hubbard Alexander,2001,New Orleans Saints,Wide Receivers
Bob Palcic,2001,New Orleans Saints,Tight Ends
Jack Henry,2001,New Orleans Saints,Offensive Line
Jim Hostler,2001,New Orleans Saints,Offensive Assistant/Quality Control
Sam Clancy,2001,New Orleans Saints,Defensive Line
Winston Moss,2001,New Orleans Saints,Linebackers
Joe Baker,2001,New Orleans Saints,Secondary/Special Teams Assistant
Mike Woodford,2001,New Orleans Saints,Defensive Assistant/Quality Control
Al Everest,2001,New Orleans Saints,Special Teams
Rock Gullickson,2001,New Orleans Saints,Strength And Conditioning
Evan Marcus,2001,New Orleans Saints,Assistant Strength And Conditioning
Jim Fassel,2001,New York Giants,Head Coach
Eric Studesville,2001,New York Giants,Running Backs
Jimmy Robinson,2001,New York Giants,Wide Receivers
Mike Pope,2001,New York Giants,Tight Ends
Jay Robertson,2001,New York Giants,Offensive Assistant
Dave Brazil,2001,New York Giants,Defensive Quality Control
Danny Marcin,2001,New York Giants,Defensive Line
Tom Olivadotti,2001,New York Giants,Linebackers
Johnnie Lynn,2001,New York Giants,Secondary
John Dunn,2001,New York Giants,Strength And Conditioning
Craig Stoddard,2001,New York Giants,Assistant Strength And Conditioning
Herman Edwards,2001,New York Jets,Head Coach
Bishop Harris,2001,New York Jets,Running Backs
Mose Rison,2001,New York Jets,Wide Receivers
Phil Pettey,2001,New York Jets,Tight Ends
Bill Muir,2001,New York Jets,Offensive Line
Eric Price,2001,New York Jets,Offensive Assistant
Mike Henning,2001,New York Jets,Offensive Quality Control
Bob Sutton,2001,New York Jets,Linebackers
Bill Bradley,2001,New York Jets,Defensive Backs
Dave Merritt,2001,New York Jets,Defensive Assistant/Linebackers
Al Roberts,2001,New York Jets,Special Teams
John Lott,2001,New York Jets,Strength And Conditioning
Lou Hernandez,2001,New York Jets,Assistant Strength And Conditioning
Sal Alosi,2001,New York Jets,Strength Assistant
Jon Gruden,2001,Oakland Raiders,Head Coach
Paul Kelly,2001,Oakland Raiders,Coaches’ Assistant
David Shaw,2001,Oakland Raiders,Quarterbacks
Skip Peete,2001,Oakland Raiders,Running Backs
Fred Biletnikoff,2001,Oakland Raiders,Wide Receivers
John Morton,2001,Oakland Raiders,Wide Receivers
Jim Erkenbeck,2001,Oakland Raiders,Tight Ends
Aaron Kromer,2001,Oakland Raiders,Assistant Offensive Line
Marc Trestman,2001,Oakland Raiders,Senior Assistant-Offense
Mike Waufle,2001,Oakland Raiders,Defensive Line
Fred Pagac,2001,Oakland Raiders,Linebackers
Ron Lynn,2001,Oakland Raiders,Defensive Backs
Don Martin,2001,Oakland Raiders,Defensive Quality Control
Bob Casullo,2001,Oakland Raiders,Special Teams
Garrett Giemont,2001,Oakland Raiders,Strength And Conditioning
Andy Reid,2001,Philadelphia Eagles,Head Coach
Brad Childress,2001,Philadelphia Eagles,Quarterbacks
Ted Williams,2001,Philadelphia Eagles,Running Backs
David Culley,2001,Philadelphia Eagles,Wide Receivers
Pat Shurmur,2001,Philadelphia Eagles,Tight Ends/Offensive Line
Juan Castillo,2001,Philadelphia Eagles,Offensive Line
Tom Melvin,2001,Philadelphia Eagles,Offensive Assistant/Quality Control
Tommy Brasher,2001,Philadelphia Eagles,Defensive Line
Ron Rivera,2001,Philadelphia Eagles,Linebackers
Leslie Frazier,2001,Philadelphia Eagles,Defensive Backs
Steve Spagnuolo,2001,Philadelphia Eagles,Defensive Backs/Secondary
Sean McDermott,2001,Philadelphia Eagles,Defensive Assistant/Quality Control
Dave Toub,2001,Philadelphia Eagles,Special Teams/Quality Control
Rick Burkholder,2001,Philadelphia Eagles,Head Athletic Trainer
Mike Wolf,2001,Philadelphia Eagles,Strength And Conditioning
Tom Kanavy,2001,Philadelphia Eagles,Assistant Strength And Conditioning
Chris DiSanto,2001,Philadelphia Eagles,Volunteer Assistant Strength And Conditioning
Eric Sugarman,2001,Philadelphia Eagles,Assistant Trainer
Mike Riley,2001,San Diego Chargers,Head Coach
Mike Johnson,2001,San Diego Chargers,Quarterbacks
Ollie Wilson,2001,San Diego Chargers,Running Backs
Mike Sanford,2001,San Diego Chargers,Wide Receivers
Paul Chryst,2001,San Diego Chargers,Tight Ends
Joe Bugel,2001,San Diego Chargers,Offensive Line
Craig Dickenson,2001,San Diego Chargers,Offensive Assistant/Quality Control/Special Teams Assistant/Quality Control
Wayne Nunnely,2001,San Diego Chargers,Defensive Line
Jim Vechiarella,2001,San Diego Chargers,Linebackers
Rod Perry,2001,San Diego Chargers,Secondary
Mark Banker,2001,San Diego Chargers,Defensive Corners
Andrew McClave,2001,San Diego Chargers,Defensive Assistant/Quality Control
Bruce Read,2001,San Diego Chargers,Special Teams
Craig Dickenson,2001,San Diego Chargers,Offensive Assistant/Quality Control/Special Teams Assistant/Quality Control
John Hastings,2001,San Diego Chargers,Strength And Conditioning
Mike Schleelein,2001,San Diego Chargers,Assistant Strength And Conditioning
Bill Walsh,2001,San Francisco 49ers,Consultant
Steve Mariucci,2001,San Francisco 49ers,Head Coach
Greg Olson,2001,San Francisco 49ers,Quarterbacks
Tom Rathman,2001,San Francisco 49ers,Running Backs
George Stewart,2001,San Francisco 49ers,Wide Receivers
Tom Batta,2001,San Francisco 49ers,Tight Ends
Pat Morris,2001,San Francisco 49ers,Offensive Line
Andy Sugarman,2001,San Francisco 49ers,Offensive Assistant
Jason Tarver,2001,San Francisco 49ers,Offensive Quality Control
Dwaine Board,2001,San Francisco 49ers,Defensive Line
Richard Smith,2001,San Francisco 49ers,Linebackers
Brett Maxie,2001,San Francisco 49ers,Assistant Secondary
Chris Beake,2001,San Francisco 49ers,Defensive Assistant
Dan Quinn,2001,San Francisco 49ers,Defensive Quality Control
Bruce DeHaven,2001,San Francisco 49ers,Special Teams
Manny Rivera,2001,San Francisco 49ers,Intern Athletic Trainer
Mike Holmgren,2001,Seattle Seahawks,Head Coach
Tom Lovat,2001,Seattle Seahawks,Assistant Head Coach/Offensive Line
Jim Zorn,2001,Seattle Seahawks,Quarterbacks
Stump Mitchell,2001,Seattle Seahawks,Running Backs
Nolan Cromwell,2001,Seattle Seahawks,Wide Receivers
Jim Lind,2001,Seattle Seahawks,Tight Ends
Jerry Colquitt,2001,Seattle Seahawks,Offensive Quality Control
Larry Brooks,2001,Seattle Seahawks,Defensive Line
Johnny Holland,2001,Seattle Seahawks,Linebackers
Ken Flajole,2001,Seattle Seahawks,Defensive Backs
Clayton Lopez,2001,Seattle Seahawks,Defensive Quality Control
Mark Michaels,2001,Seattle Seahawks,Assistant Special Teams
Kent Johnston,2001,Seattle Seahawks,Strength And Conditioning
Rod Springer,2001,Seattle Seahawks,Assistant Strength And Conditioning
Mike Martz,2001,St. Louis Rams,Head Coach
John Matsko,2001,St. Louis Rams,"Assistant Head Coach,Offensive Line"
John Ramsdell,2001,St. Louis Rams,Quarterbacks
Ken Zampese,2001,St. Louis Rams,Wide Receivers
Wilbert Montgomery,2001,St. Louis Rams,Tight Ends
Jim Hanifan,2001,St. Louis Rams,Offensive Line
Henry Ellard,2001,St. Louis Rams,Offensive Assistant
Bill Kollar,2001,St. Louis Rams,Defensive Line
Mike Haluchak,2001,St. Louis Rams,Linebackers
Ron Meeks,2001,St. Louis Rams,Secondary
Matt Sheldon,2001,St. Louis Rams,Defensive Assistant/Quality Control
Bobby April,2001,St. Louis Rams,Special Teams
Chris Clausen,2001,St. Louis Rams,Strength And Conditioning
Dana LeDuc,2001,St. Louis Rams,Strength And Conditioning
Tony Dungy,2001,Tampa Bay Buccaneers,Head Coach
Jim Caldwell,2001,Tampa Bay Buccaneers,Quarterbacks
Tony Nathan,2001,Tampa Bay Buccaneers,Running Backs
Charlie Williams,2001,Tampa Bay Buccaneers,Wide Receivers
Ricky Thomas,2001,Tampa Bay Buccaneers,Tight Ends
Chris Foerster,2001,Tampa Bay Buccaneers,Offensive Line
Kevin O'Dea,2001,Tampa Bay Buccaneers,Offensive Assistant
Rod Marinelli,2001,Tampa Bay Buccaneers,Defensive Line
Joe Barry,2001,Tampa Bay Buccaneers,Linebackers
Mike Tomlin,2001,Tampa Bay Buccaneers,Defensive Backs
Alan Williams,2001,Tampa Bay Buccaneers,Defensive Assistant
Joe Marciano,2001,Tampa Bay Buccaneers,Special Teams
Mark Asanovich,2001,Tampa Bay Buccaneers,Strength And Conditioning
Les Ebert,2001,Tampa Bay Buccaneers,Assistant Strength And Conditioning
George Henshaw,2001,Tennessee Titans,Assistant Head Coach/Offense
Gunther Cunningham,2001,Tennessee Titans,Assistant Head Coach/Linebackers
Sherman Smith,2001,Tennessee Titans,Running Backs
Steve Walters,2001,Tennessee Titans,Wide Receivers
Mike Munchak,2001,Tennessee Titans,Offensive Line
Craig Johnson,2001,Tennessee Titans,Offensive Assistant/Quality Control
Jim Washburn,2001,Tennessee Titans,Defensive Line
Gunther Cunningham,2001,Tennessee Titans,Assistant Head Coach/Linebackers
Everett Withers,2001,Tennessee Titans,Defensive Backs
Chuck Cecil,2001,Tennessee Titans,Defensive Assistant/Quality Control
Alan Lowry,2001,Tennessee Titans,Special Teams
Steve Watterson,2001,Tennessee Titans,Strength And Conditioning
Sammy Cribb,2001,Tennessee Titans,Assistant Strength And Conditioning
Brian Schottenheimer,2001,Washington Redskins,Quarterbacks
Hue Jackson,2001,Washington Redskins,Running Backs
Richard Mann,2001,Washington Redskins,Wide Receivers
Tony Sparano,2001,Washington Redskins,Tight Ends
Joe Pendry,2001,Washington Redskins,Offensive Line
Pete Carmichael Jr,2001,Washington Redskins,Offensive Assistant/Quality Control
Mike Trgovac,2001,Washington Redskins,Defensive Line
Greg Manusky,2001,Washington Redskins,Linebackers
Jerry Holmes,2001,Washington Redskins,Defensive Backs
Bill Arnsparger,2001,Washington Redskins,Defensive Assistant
Kirk Olivadotti,2001,Washington Redskins,Defensive Assistant/Quality Control
Mike Stock,2001,Washington Redskins,Special Teams
Dave Redding,2001,Washington Redskins,Strength And Conditioning
Matt Schiotz,2001,Washington Redskins,Assistant Strength And Conditioning
Dave McGinnis,2002,Arizona Cardinals,Head Coach
Geep Chryst,2002,Arizona Cardinals,Quarterbacks
Johnny Roland,2002,Arizona Cardinals,Running Backs
Jerry Sullivan,2002,Arizona Cardinals,Wide Receivers
Pete Hoener,2002,Arizona Cardinals,Tight Ends
George Warhop,2002,Arizona Cardinals,Offensive Line
Mike Devlin,2002,Arizona Cardinals,Assistant Offensive Line/Offensive Quality Control
Joe Greene,2002,Arizona Cardinals,Defensive Line
Jeff FitzGerald,2002,Arizona Cardinals,Linebackers
Kevin Ramsey,2002,Arizona Cardinals,Defensive Backs
Hank Kuhlmann,2002,Arizona Cardinals,Special Teams
Stan Kwan,2002,Arizona Cardinals,Special Teams Assistant/Defensive Quality Control
Bob Rogucki,2002,Arizona Cardinals,Strength And Conditioning
Jack Burns,2002,Atlanta Falcons,Quarterbacks
Ollie Wilson,2002,Atlanta Falcons,Running Backs
Mike Johnson,2002,Atlanta Falcons,Wide Receivers
James Daniel,2002,Atlanta Falcons,Tight Ends
Pete Mangurian,2002,Atlanta Falcons,Offensive Line
Rennie Simmons,2002,Atlanta Falcons,Assistant Offensive Line
Ed West,2002,Atlanta Falcons,Offensive Quality Control
Bill Johnson,2002,Atlanta Falcons,Defensive Line
Billy Davis,2002,Atlanta Falcons,Linebackers
Emmitt Thomas,2002,Atlanta Falcons,Secondary
Dennis Allen,2002,Atlanta Falcons,Defensive Quality Control
Joe DeCamillis,2002,Atlanta Falcons,Special Teams
Al Miller,2002,Atlanta Falcons,Strength And Conditioning
Rocky Colburn,2002,Atlanta Falcons,Assistant Strength And Conditioning
Brian Billick,2002,Baltimore Ravens,Head Coach
David Shaw,2002,Baltimore Ravens,Quarterbacks/Wide Receivers
Matt Simon,2002,Baltimore Ravens,Running Backs
Wade Harman,2002,Baltimore Ravens,Tight Ends/Assistant Offensive Line
Jim Colletto,2002,Baltimore Ravens,Offensive Line
Rex Ryan,2002,Baltimore Ravens,Defensive Line
Mike Smith,2002,Baltimore Ravens,Linebackers
Donnie Henderson,2002,Baltimore Ravens,Secondary
Dennis Thurman,2002,Baltimore Ravens,Assistant Defensive Backs
Phil Zacharias,2002,Baltimore Ravens,Defensive Assistant/Defensive Line
Bennie Thompson,2002,Baltimore Ravens,Special Teams Assistant
Jeff Friday,2002,Baltimore Ravens,Strength And Conditioning
Mark Asanovich,2002,Baltimore Ravens,Assistant Strength And Conditioning
Paul Ricci,2002,Baltimore Ravens,Assistant Strength And Conditioning
John Fox,2002,Carolina Panthers,Head Coach
Scott O'Brien,2002,Carolina Panthers,Assistant Head Coach/Special Teams
Jim Skipper,2002,Carolina Panthers,Running Backs
Richard Williamson,2002,Carolina Panthers,Wide Receivers
Don Breaux,2002,Carolina Panthers,Tight Ends
Paul T Boudreau,2002,Carolina Panthers,Offensive Line
Mike McCoy,2002,Carolina Panthers,Offensive Assistant
Mike Trgovac,2002,Carolina Panthers,Defensive Line
Sam Mills,2002,Carolina Panthers,Linebackers
Rod Perry,2002,Carolina Panthers,Secondary
Alvin Reynolds,2002,Carolina Panthers,Defensive Assistant
Sal Sunseri,2002,Carolina Panthers,Defensive Assistant
Darrin Simmons,2002,Carolina Panthers,Special Teams Assistant/Assistant Strength And Conditioning
Jerry Simmons,2002,Carolina Panthers,Strength And Conditioning
Darrin Simmons,2002,Carolina Panthers,Special Teams Assistant/Assistant Strength And Conditioning
Dave Campo,2002,Dallas Cowboys,Head Coach
Wade Wilson,2002,Dallas Cowboys,Quarterbacks
Galen Hall,2002,Dallas Cowboys,Running Backs
Wes Chandler,2002,Dallas Cowboys,Wide Receivers
Greg Seamon,2002,Dallas Cowboys,Tight Ends
Frank Verducci,2002,Dallas Cowboys,Offensive Line
Bill Bates,2002,Dallas Cowboys,Defensive Nickel Package/Assistant
Gary Gibbs,2002,Dallas Cowboys,Linebackers
Clancy Pendergast,2002,Dallas Cowboys,Secondary
Jim Jeffcoat,2002,Dallas Cowboys,Defensive Ends
Andre Patterson,2002,Dallas Cowboys,Defensive Tackles
Joe Avezzano,2002,Dallas Cowboys,Special Teams
Steve Hoffman,2002,Dallas Cowboys,Kickers/Quality Control
Joe Juraszek,2002,Dallas Cowboys,Strength And Conditioning
Tony Ollison,2002,Dallas Cowboys,Assistant Strength And Conditioning
Bennie Wylie,2002,Dallas Cowboys,Assistant Strength And Conditioning
Mike Shanahan,2002,Denver Broncos,Head Coach
Alex Gibbs,2002,Denver Broncos,Assistant Head Coach/Offensive Line
