name,team,year,position,phase,level,win,loss,tie
Frank Bush,Denver Broncos,1997,Linebackers,Defense,Positional,12.0,4.0,0.0
Rick Dennison,Denver Broncos,1997,Special Teams,Special Teams,Coordinator,12.0,4.0,0.0
Ed Donatell,Denver Broncos,1997,Defensive Backs/Secondary,Defense,Positional,12.0,4.0,0.0
George Dyer,Denver Broncos,1997,Defensive Line,Defense,Positional,12.0,4.0,0.0
Mike Heimerdinger,Denver Broncos,1997,Wide Receivers,Offense,Positional,12.0,4.0,0.0
Marty Schottenheimer,Kansas City Chiefs,1997,Head Coach,Head,Head,13.0,3.0,0.0
Mike McCarthy,Kansas City Chiefs,1997,Quarterbacks,Offense,Positional,13.0,3.0,0.0
Al Saunders,Kansas City Chiefs,1997,Assistant Head Coach/Wide Receivers,Head,Head,13.0,3.0,0.0
Kurt Schottenheimer,Kansas City Chiefs,1997,Defensive Backs,Defense,Positional,13.0,3.0,0.0
Mike Solari,Kansas City Chiefs,1997,Offensive Line,Offense,Positional,13.0,3.0,0.0
Ted Marchibroda,Baltimore Ravens,1997,Head Coach,Head,Head,6.0,9.0,1.0
Jim Schwartz,Baltimore Ravens,1997,Outside Linebackers/Defense/Quality Control,Defense,Positional,6.0,9.0,1.0
Ken Whisenhunt,Baltimore Ravens,1997,Tight Ends,Offense,Positional,6.0,9.0,1.0
Bruce Coslet,Cincinnati Bengals,1997,Head Coach,Head,Head,7.0,9.0,0.0
Mark Duffner,Cincinnati Bengals,1997,Linebackers,Defense,Positional,7.0,9.0,0.0
Ray Horton,Cincinnati Bengals,1997,Defensive Backs/Defensive Backs Coach,Defense,Positional,7.0,9.0,0.0
Jeff Fisher,Tennessee Oilers,1997,Head Coach,Head,Head,8.0,8.0,0.0
Jerry Gray,Tennessee Oilers,1997,Quality Control/Defensive Quality Control/Defensive Assistant,Defense,Positional,8.0,8.0,0.0
George Henshaw,Tennessee Oilers,1997,Offensive Line/Tight Ends,Offense,Positional,8.0,8.0,0.0
Mike Munchak,Tennessee Oilers,1997,Offensive Line,Offense,Positional,8.0,8.0,0.0
Sherman Smith,Tennessee Oilers,1997,Running Backs,Offense,Positional,8.0,8.0,0.0
Tom Coughlin,Jacksonville Jaguars,1997,Head Coach,Head,Head,11.0,5.0,0.0
Pete Carmichael,Jacksonville Jaguars,1997,Wide Receivers,Offense,Positional,11.0,5.0,0.0
John Pease,Jacksonville Jaguars,1997,Defensive Line,Defense,Positional,11.0,5.0,0.0
Lindy Infante,Indianapolis Colts,1997,Head Coach,Head,Head,3.0,13.0,0.0
Greg Blache,Indianapolis Colts,1997,Defensive Line,Defense,Positional,3.0,13.0,0.0
Chuck Bresnahan,Indianapolis Colts,1997,Linebackers,Defense,Positional,3.0,13.0,0.0
Steve Mariucci,San Francisco 49ers,1998,Head Coach,Head,Head,12.0,4.0,0.0
Greg Knapp,San Francisco 49ers,1998,Quarterbacks,Offense,Positional,12.0,4.0,0.0
Bill McPherson,San Francisco 49ers,1998,Defensive Assistant,Defense,Positional,12.0,4.0,0.0
Jim Mora,San Francisco 49ers,1998,Secondary,Defense,Positional,12.0,4.0,0.0
Richard Smith,San Francisco 49ers,1998,Linebackers,Defense,Positional,12.0,4.0,0.0
Marv Levy,Buffalo Bills,1997,Head Coach,Head,Head,6.0,10.0,0.0
Tom Bresnahan,Buffalo Bills,1997,Offensive Line,Offense,Positional,6.0,10.0,0.0
Ted Cottrell,Buffalo Bills,1997,Linebackers,Defense,Positional,6.0,10.0,0.0
Dom Capers,Carolina Panthers,1998,Head Coach,Head,Head,4.0,12.0,0.0
Jimmy Johnson,Miami Dolphins,1997,Head Coach,Head,Head,9.0,7.0,0.0
Don Breaux,Carolina Panthers,1998,Tight Ends,Offense,Positional,4.0,12.0,0.0
Bill Davis,Carolina Panthers,1998,Outside Linebackers,Defense,Positional,4.0,12.0,0.0
Chick Harris,Carolina Panthers,1998,Running Backs,Offense,Positional,4.0,12.0,0.0
Greg Roman,Carolina Panthers,1998,Offensive Quality Control/Strength And Conditioning Assistant/Assistant Coach,Offense,Positional,4.0,12.0,0.0
John Shoop,Carolina Panthers,1998,Quarterbacks,Offense,Positional,4.0,12.0,0.0
Kippy Brown,Miami Dolphins,1997,Running Backs,Offense,Positional,9.0,7.0,0.0
Pete Carroll,New England Patriots,1997,Head Coach,Head,Head,10.0,6.0,0.0
Richard Williamson,Carolina Panthers,1998,Wide Receivers,Offense,Positional,4.0,12.0,0.0
Jeff Davidson,New England Patriots,1997,Tight Ends,Offense,Positional,10.0,6.0,0.0
Ron Lynn,New England Patriots,1997,Defensive Backs,Defense,Positional,10.0,6.0,0.0
Carl Smith,New England Patriots,1997,Quarterbacks/Assistant Head Coach,Head,Head,10.0,6.0,0.0
Mike Ditka,New Orleans Saints,1998,Head Coach,Head,Head,6.0,10.0,0.0
Tom Clements,New Orleans Saints,1998,Quarterbacks,Offense,Positional,6.0,10.0,0.0
Walt Corey,New Orleans Saints,1998,Defensive Line,Defense,Positional,6.0,10.0,0.0
Jack Del Rio,New Orleans Saints,1998,Strength And Conditioning/Linebackers,Defense,Positional,6.0,10.0,0.0
Rick Venturi,New Orleans Saints,1998,Secondary/Assistant Head Coach/Defensive Backs,Head,Head,6.0,10.0,0.0
Dan Reeves,Atlanta Falcons,1998,Head Coach,Head,Head,14.0,2.0,0.0
Don Blackmon,Atlanta Falcons,1998,Linebackers,Defense,Positional,14.0,2.0,0.0
Jack Burns,Atlanta Falcons,1998,Quarterbacks,Offense,Positional,14.0,2.0,0.0
Art Shell,Atlanta Falcons,1998,Offensive Line,Offense,Positional,14.0,2.0,0.0
Dave Wannstedt,Chicago Bears,1998,Head Coach,Head,Head,4.0,12.0,0.0
Ron Rivera,Chicago Bears,1998,Defensive Quality Control,Defense,Positional,4.0,12.0,0.0
Tom Rossley,Chicago Bears,1998,Wide Receivers/Tight Ends,Offense,Positional,4.0,12.0,0.0
Greg Schiano,Chicago Bears,1998,Defensive Backs/Secondary,Defense,Positional,4.0,12.0,0.0
Eric Studesville,Chicago Bears,1998,Offensive Quality Control,Offense,Positional,4.0,12.0,0.0
Bobby Ross,Detroit Lions,1998,Head Coach,Head,Head,5.0,11.0,0.0
Gary Moeller,Detroit Lions,1998,Linebackers,Defense,Positional,5.0,11.0,0.0
Jerry Sullivan,Detroit Lions,1998,Wide Receivers,Offense,Positional,5.0,11.0,0.0
Jim Zorn,Detroit Lions,1998,Quarterbacks,Offense,Positional,5.0,11.0,0.0
Mike Holmgren,Green Bay Packers,1998,Head Coach,Head,Head,11.0,5.0,0.0
Ken Flajole,Green Bay Packers,1998,Quality Control/Defensive Quality Control/Defensive Assistant,Defense,Positional,11.0,5.0,0.0
Jim Lind,Green Bay Packers,1998,Linebackers,Defense,Positional,11.0,5.0,0.0
Andy Reid,Green Bay Packers,1998,Quarterbacks,Offense,Positional,11.0,5.0,0.0
Mike Sherman,Green Bay Packers,1998,Assistant Offensive Line/Tight Ends,Offense,Positional,11.0,5.0,0.0
Dennis Green,Minnesota Vikings,1998,Head Coach,Head,Head,15.0,1.0,0.0
Tony Dungy,Tampa Bay Buccaneers,1998,Head Coach,Head,Head,8.0,8.0,0.0
Dave Atkins,Minnesota Vikings,1998,Tight Ends,Offense,Positional,15.0,1.0,0.0
Tom Olivadotti,Minnesota Vikings,1998,Inside Linebackers,Defense,Positional,15.0,1.0,0.0
Mike Tice,Minnesota Vikings,1998,Offensive Line,Offense,Positional,15.0,1.0,0.0
Clyde Christensen,Tampa Bay Buccaneers,1998,Tight Ends Coach/Tight Ends,Offense,Positional,8.0,8.0,0.0
Herm Edwards,Tampa Bay Buccaneers,1998,Defensive Backs/Assistant Head Coach,Head,Head,8.0,8.0,0.0
Chris Foerster,Tampa Bay Buccaneers,1998,Offensive Line,Offense,Positional,8.0,8.0,0.0
Rod Marinelli,Tampa Bay Buccaneers,1998,Defensive Line,Defense,Positional,8.0,8.0,0.0
Lovie Smith,Tampa Bay Buccaneers,1998,Linebackers,Defense,Positional,8.0,8.0,0.0
Ray Rhodes,Philadelphia Eagles,1998,Head Coach,Head,Head,3.0,13.0,0.0
Juan Castillo,Philadelphia Eagles,1998,Offensive Line,Offense,Positional,3.0,13.0,0.0
Sean Payton,Philadelphia Eagles,1998,Quarterbacks,Offense,Positional,3.0,13.0,0.0
Mike Trgovac,Philadelphia Eagles,1998,Defensive Line,Defense,Positional,3.0,13.0,0.0
Joe Vitt,Philadelphia Eagles,1998,Linebackers,Defense,Positional,3.0,13.0,0.0
Ken Zampese,Philadelphia Eagles,1998,Offensive Assistant,Offense,Positional,3.0,13.0,0.0
Norv Turner,Washington Redskins,1998,Head Coach,Head,Head,6.0,10.0,0.0
Bobby Jackson,Washington Redskins,1998,Running Backs,Offense,Positional,6.0,10.0,0.0
Dale Lindsey,Washington Redskins,1998,Linebackers,Defense,Positional,6.0,10.0,0.0
Mike Martz,Washington Redskins,1998,Quarterbacks,Offense,Positional,6.0,10.0,0.0
Mike Pope,Washington Redskins,1998,Tight Ends,Offense,Positional,6.0,10.0,0.0
Terry Robiskie,Washington Redskins,1998,Wide Receivers,Offense,Positional,6.0,10.0,0.0
Jim Fassel,New York Giants,1998,Head Coach,Head,Head,8.0,8.0,0.0
Dave Brazil,New York Giants,1998,Defensive Quality Control/Linebackers,Defense,Positional,8.0,8.0,0.0
Rod Dowhower,New York Giants,1998,Quarterbacks,Offense,Positional,8.0,8.0,0.0
Jim Skipper,New York Giants,1998,Running Backs,Offense,Positional,8.0,8.0,0.0
Vince Tobin,Arizona Cardinals,1998,Head Coach,Head,Head,9.0,7.0,0.0
Geep Chryst,Arizona Cardinals,1998,Quarterbacks,Offense,Positional,9.0,7.0,0.0
Larry Marmie,Arizona Cardinals,1998,Defensive Backs,Defense,Positional,9.0,7.0,0.0
Chan Gailey,Dallas Cowboys,1998,Head Coach,Head,Head,10.0,6.0,0.0
Jim Bates,Dallas Cowboys,1998,Defensive Line,Defense,Positional,10.0,6.0,0.0
George Edwards,Dallas Cowboys,1998,Linebackers,Defense,Positional,10.0,6.0,0.0
Clancy Pendergast,Dallas Cowboys,1998,Quality Control,,Positional,10.0,6.0,0.0
Clarence Shelmon,Dallas Cowboys,1998,Running Backs,Offense,Positional,10.0,6.0,0.0
Mike Zimmer,Dallas Cowboys,1998,Defensive Backs Coach,Defense,Positional,10.0,6.0,0.0
Kevin Gilbride,San Diego Chargers,1998,Head Coach,Head,Head,5.0,11.0,0.0
June Jones,San Diego Chargers,1998,Head Coach/Quarterbacks,Head,Head,5.0,11.0,0.0
Joe Bugel,San Diego Chargers,1998,Offensive Line,Offense,Positional,5.0,11.0,0.0
Nick Nicolau,San Diego Chargers,1998,Assistant Head Coach,Head,Head,5.0,11.0,0.0
Marty Schottenheimer,Kansas City Chiefs,1998,Head Coach,Head,Head,7.0,9.0,0.0
Mike McCarthy,Kansas City Chiefs,1998,Quarterbacks,Offense,Positional,7.0,9.0,0.0
Al Saunders,Kansas City Chiefs,1998,Assistant Head Coach/Wide Receivers,Head,Head,7.0,9.0,0.0
Brian Schottenheimer,Kansas City Chiefs,1998,Quality Control/Offensive Assistant/Assistant,Offense,Positional,7.0,9.0,0.0
Kurt Schottenheimer,Kansas City Chiefs,1998,Defensive Backs,Defense,Positional,7.0,9.0,0.0
Mike Solari,Kansas City Chiefs,1998,Offensive Line,Offense,Positional,7.0,9.0,0.0
Dennis Erickson,Seattle Seahawks,1998,Head Coach,Head,Head,8.0,8.0,0.0
Jim Johnson,Seattle Seahawks,1998,Linebackers,Defense,Positional,8.0,8.0,0.0
Willy Robinson,Seattle Seahawks,1998,Defensive Backs,Defense,Positional,8.0,8.0,0.0
Jon Gruden,Oakland Raiders,1998,Head Coach,Head,Head,8.0,8.0,0.0
Dave Adolph,Oakland Raiders,1998,Linebackers,Defense,Positional,8.0,8.0,0.0
Chuck Bresnahan,Oakland Raiders,1998,Defensive Backs,Defense,Positional,8.0,8.0,0.0
Keith Rowen,Oakland Raiders,1998,Offensive Line,Offense,Positional,8.0,8.0,0.0
Mike Shanahan,Denver Broncos,1998,Head Coach,Head,Head,14.0,2.0,0.0
Frank Bush,Denver Broncos,1998,Linebackers,Defense,Positional,14.0,2.0,0.0
Rick Dennison,Denver Broncos,1998,Special Teams,Special Teams,Coordinator,14.0,2.0,0.0
Ed Donatell,Denver Broncos,1998,Defensive Backs/Secondary,Defense,Positional,14.0,2.0,0.0
George Dyer,Denver Broncos,1998,Defensive Line,Defense,Positional,14.0,2.0,0.0
Mike Heimerdinger,Denver Broncos,1998,Wide Receivers,Offense,Positional,14.0,2.0,0.0
Bruce Coslet,Cincinnati Bengals,1998,Head Coach,Head,Head,3.0,13.0,0.0
Mark Duffner,Cincinnati Bengals,1998,Linebackers,Defense,Positional,3.0,13.0,0.0
Ray Horton,Cincinnati Bengals,1998,Defensive Backs/Defensive Backs Coach,Defense,Positional,3.0,13.0,0.0
Ted Marchibroda,Baltimore Ravens,1998,Head Coach,Head,Head,6.0,10.0,0.0
Jim Schwartz,Baltimore Ravens,1998,Outside Linebackers/Defense/Quality Control,Defense,Positional,6.0,10.0,0.0
Ken Whisenhunt,Baltimore Ravens,1998,Tight Ends,Offense,Positional,6.0,10.0,0.0
Bill Cowher,Pittsburgh Steelers,1998,Head Coach,Head,Head,7.0,9.0,0.0
Tim Lewis,Pittsburgh Steelers,1998,Defensive Backs,Defense,Positional,7.0,9.0,0.0
Mike Mularkey,Pittsburgh Steelers,1998,Tight Ends,Offense,Positional,7.0,9.0,0.0
Jeff Fisher,Tennessee Oilers,1998,Head Coach,Head,Head,8.0,8.0,0.0
Jerry Gray,Tennessee Oilers,1998,Defensive Quality Control/Nickel/Defensive Assistant,Defense,Positional,8.0,8.0,0.0
George Henshaw,Tennessee Oilers,1998,Offensive Line/Tight Ends,Offense,Positional,8.0,8.0,0.0
Mike Munchak,Tennessee Oilers,1998,Offensive Line,Offense,Positional,8.0,8.0,0.0
Sherman Smith,Tennessee Oilers,1998,Running Backs,Offense,Positional,8.0,8.0,0.0
Tom Coughlin,Jacksonville Jaguars,1998,Head Coach,Head,Head,11.0,5.0,0.0
Pete Carmichael,Jacksonville Jaguars,1998,Wide Receivers,Offense,Positional,11.0,5.0,0.0
Perry Fewell,Jacksonville Jaguars,1998,Secondary/Defensive Backs,Defense,Positional,11.0,5.0,0.0
John Pease,Jacksonville Jaguars,1998,Defensive Line,Defense,Positional,11.0,5.0,0.0
Jim Mora,Indianapolis Colts,1998,Head Coach,Head,Head,3.0,13.0,0.0
Bruce Arians,Indianapolis Colts,1998,Quarterbacks,Offense,Positional,3.0,13.0,0.0
Greg Blache,Indianapolis Colts,1998,Defensive Line,Defense,Positional,3.0,13.0,0.0
John Pagano,Indianapolis Colts,1998,Defensive Assistant,Defense,Positional,3.0,13.0,0.0
Bill Cowher,Pittsburgh Steelers,1997,Head Coach,Head,Head,11.0,5.0,0.0
Tim Lewis,Pittsburgh Steelers,1997,Defensive Backs,Defense,Positional,11.0,5.0,0.0
Mike Mularkey,Pittsburgh Steelers,1997,Tight Ends,Offense,Positional,11.0,5.0,0.0
Pete Carroll,New England Patriots,1998,Head Coach,Head,Head,9.0,7.0,0.0
Jeff Davidson,New England Patriots,1998,Assistant Offensive Line/Assistant Offensive Line Coach,Offense,Positional,9.0,7.0,0.0
Ron Lynn,New England Patriots,1998,Defensive Backs,Defense,Positional,9.0,7.0,0.0
Jack Reilly,New England Patriots,1998,Quarterbacks,Offense,Positional,9.0,7.0,0.0
Carl Smith,New England Patriots,1998,Tight Ends,Offense,Positional,9.0,7.0,0.0
Wade Phillips,Buffalo Bills,1998,Head Coach,Head,Head,10.0,6.0,0.0
Turk Schonert,Buffalo Bills,1998,Quarterbacks,Offense,Positional,10.0,6.0,0.0
Jimmy Johnson,Miami Dolphins,1998,Head Coach,Head,Head,10.0,6.0,0.0
Bill Parcells,New York Jets,1998,Head Coach,Head,Head,12.0,4.0,0.0
Maurice Carthon,New York Jets,1998,Running Backs,Offense,Positional,12.0,4.0,0.0
Romeo Crennel,New York Jets,1998,Defensive Line,Defense,Positional,12.0,4.0,0.0
Al Groh,New York Jets,1998,Linebackers,Defense,Positional,12.0,4.0,0.0
Todd Haley,New York Jets,1998,Quality Control/Offensive Assistant,Offense,Positional,12.0,4.0,0.0
Dan Henning,New York Jets,1998,Quarterbacks,Offense,Positional,12.0,4.0,0.0
Eric Mangini,New York Jets,1998,Quality Control/Defensive Assistant,Defense,Positional,12.0,4.0,0.0
Bill Muir,New York Jets,1998,Offensive Line,Offense,Positional,12.0,4.0,0.0
Steve Mariucci,San Francisco 49ers,1999,Head Coach,Head,Head,4.0,12.0,0.0
Greg Knapp,San Francisco 49ers,1999,Quarterbacks,Offense,Positional,4.0,12.0,0.0
Rod Rust,San Francisco 49ers,1999,Assistant Linebackers,Defense,Positional,4.0,12.0,0.0
Richard Smith,San Francisco 49ers,1999,Linebackers,Defense,Positional,4.0,12.0,0.0
Dan Reeves,Atlanta Falcons,1999,Head Coach,Head,Head,5.0,11.0,0.0
Don Blackmon,Atlanta Falcons,1999,Linebackers,Defense,Positional,5.0,11.0,0.0
Art Shell,Atlanta Falcons,1999,Offensive Line,Offense,Positional,5.0,11.0,0.0
George Seifert,Carolina Panthers,1999,Head Coach,Head,Head,8.0,8.0,0.0
Don Breaux,Carolina Panthers,1999,Tight Ends,Offense,Positional,8.0,8.0,0.0
Chick Harris,Carolina Panthers,1999,Running Backs,Offense,Positional,8.0,8.0,0.0
Bill Musgrave,Carolina Panthers,1999,Quarterbacks,Offense,Positional,8.0,8.0,0.0
Greg Roman,Carolina Panthers,1999,Assistant Coach/Offensive Assistant,Offense,Positional,8.0,8.0,0.0
Richard Williamson,Carolina Panthers,1999,Wide Receivers,Offense,Positional,8.0,8.0,0.0
Dick Vermeil,St. Louis Rams,1999,Head Coach,Head,Head,13.0,3.0,0.0
Frank Gansz,St. Louis Rams,1999,Special Teams,Special Teams,Coordinator,13.0,3.0,0.0
Jim Hanifan,St. Louis Rams,1999,Offensive Line,Offense,Positional,13.0,3.0,0.0
Al Saunders,St. Louis Rams,1999,Assistant Head Coach/Wide Receivers,Head,Head,13.0,3.0,0.0
Mike White,St. Louis Rams,1999,Offensive Assistant,Offense,Positional,13.0,3.0,0.0
Dick Jauron,Chicago Bears,1999,Head Coach,Head,Head,6.0,10.0,0.0
Dale Lindsey,Chicago Bears,1999,Linebackers,Defense,Positional,6.0,10.0,0.0
John Shoop,Chicago Bears,1999,Quarterbacks,Offense,Positional,6.0,10.0,0.0
Eric Studesville,Chicago Bears,1999,Offensive Quality Control,Offense,Positional,6.0,10.0,0.0
Ray Rhodes,Green Bay Packers,1999,Head Coach,Head,Head,8.0,8.0,0.0
Jeff Jagodzinski,Green Bay Packers,1999,Tight Ends,Offense,Positional,8.0,8.0,0.0
Mike McCarthy,Green Bay Packers,1999,Quarterbacks,Offense,Positional,8.0,8.0,0.0
Mike Trgovac,Green Bay Packers,1999,Defensive Line,Defense,Positional,8.0,8.0,0.0
Joe Vitt,Green Bay Packers,1999,Defensive Backs,Defense,Positional,8.0,8.0,0.0
Ken Zampese,Green Bay Packers,1999,Quality Control/Offensive Assistant,Offense,Positional,8.0,8.0,0.0
Bobby Ross,Detroit Lions,1999,Head Coach,Head,Head,8.0,8.0,0.0
Gary Moeller,Detroit Lions,1999,Linebackers,Defense,Positional,8.0,8.0,0.0
Jerry Sullivan,Detroit Lions,1999,Wide Receivers,Offense,Positional,8.0,8.0,0.0
Jim Zorn,Detroit Lions,1999,Quarterbacks,Offense,Positional,8.0,8.0,0.0
Dennis Green,Minnesota Vikings,1999,Head Coach,Head,Head,10.0,6.0,0.0
Dave Atkins,Minnesota Vikings,1999,Tight Ends,Offense,Positional,10.0,6.0,0.0
Tom Olivadotti,Minnesota Vikings,1999,Inside Linebackers,Defense,Positional,10.0,6.0,0.0
Mike Tice,Minnesota Vikings,1999,Offensive Line,Offense,Positional,10.0,6.0,0.0
Alex Wood,Minnesota Vikings,1999,Quarterbacks,Offense,Positional,10.0,6.0,0.0
Tony Dungy,Tampa Bay Buccaneers,1999,Head Coach,Head,Head,11.0,5.0,0.0
Clyde Christensen,Tampa Bay Buccaneers,1999,Quarterbacks/Quarterbacks Coach,Offense,Positional,11.0,5.0,0.0
Herm Edwards,Tampa Bay Buccaneers,1999,Defensive Backs/Assistant Head Coach,Head,Head,11.0,5.0,0.0
Chris Foerster,Tampa Bay Buccaneers,1999,Offensive Line,Offense,Positional,11.0,5.0,0.0
Rod Marinelli,Tampa Bay Buccaneers,1999,Defensive Line,Defense,Positional,11.0,5.0,0.0
Lovie Smith,Tampa Bay Buccaneers,1999,Linebackers,Defense,Positional,11.0,5.0,0.0
Andy Reid,Philadelphia Eagles,1999,Head Coach,Head,Head,5.0,11.0,0.0
Juan Castillo,Philadelphia Eagles,1999,Offensive Line,Offense,Positional,5.0,11.0,0.0
Brad Childress,Philadelphia Eagles,1999,Quarterbacks,Offense,Positional,5.0,11.0,0.0
Leslie Frazier,Philadelphia Eagles,1999,Defensive Backs,Defense,Positional,5.0,11.0,0.0
Ron Rivera,Philadelphia Eagles,1999,Linebackers,Defense,Positional,5.0,11.0,0.0
Pat Shurmur,Philadelphia Eagles,1999,Offensive Line/Tight Ends,Offense,Positional,5.0,11.0,0.0
Steve Spagnuolo,Philadelphia Eagles,1999,Quality Control/Defensive Assistant,Defense,Positional,5.0,11.0,0.0
Vince Tobin,Arizona Cardinals,1999,Head Coach,Head,Head,6.0,10.0,0.0
Larry Marmie,Arizona Cardinals,1999,Defensive Backs,Defense,Positional,6.0,10.0,0.0
Jim Fassel,New York Giants,1999,Head Coach,Head,Head,7.0,9.0,0.0
Dave Brazil,New York Giants,1999,Defensive Quality Control/Linebackers,Defense,Positional,7.0,9.0,0.0
Sean Payton,New York Giants,1999,Quarterbacks,Offense,Positional,7.0,9.0,0.0
Jim Skipper,New York Giants,1999,Running Backs,Offense,Positional,7.0,9.0,0.0
Chan Gailey,Dallas Cowboys,1999,Head Coach,Head,Head,8.0,8.0,0.0
Jim Bates,Dallas Cowboys,1999,Defensive Line,Defense,Positional,8.0,8.0,0.0
George Edwards,Dallas Cowboys,1999,Linebackers,Defense,Positional,8.0,8.0,0.0
Clancy Pendergast,Dallas Cowboys,1999,Quality Control,,Positional,8.0,8.0,0.0
Clarence Shelmon,Dallas Cowboys,1999,Running Backs,Offense,Positional,8.0,8.0,0.0
Mike Zimmer,Dallas Cowboys,1999,Defensive Backs Coach,Defense,Positional,8.0,8.0,0.0
Norv Turner,Washington Redskins,1999,Head Coach,Head,Head,10.0,6.0,0.0
Bobby Jackson,Washington Redskins,1999,Running Backs,Offense,Positional,10.0,6.0,0.0
Mike Pope,Washington Redskins,1999,Tight Ends,Offense,Positional,10.0,6.0,0.0
Mike Shanahan,Denver Broncos,1999,Head Coach,Head,Head,6.0,10.0,0.0
Frank Bush,Denver Broncos,1999,Linebackers,Defense,Positional,6.0,10.0,0.0
Rick Dennison,Denver Broncos,1999,Special Teams,Special Teams,Coordinator,6.0,10.0,0.0
Ed Donatell,Denver Broncos,1999,Defensive Backs/Secondary,Defense,Positional,6.0,10.0,0.0
George Dyer,Denver Broncos,1999,Defensive Line,Defense,Positional,6.0,10.0,0.0
Mike Heimerdinger,Denver Broncos,1999,Wide Receivers,Offense,Positional,6.0,10.0,0.0
Jon Gruden,Oakland Raiders,1999,Head Coach,Head,Head,8.0,8.0,0.0
Chuck Bresnahan,Oakland Raiders,1999,Defensive Backs,Defense,Positional,8.0,8.0,0.0
Mike Riley,San Diego Chargers,1999,Head Coach,Head,Head,8.0,8.0,0.0
Joe Bugel,San Diego Chargers,1999,Offensive Line,Offense,Positional,8.0,8.0,0.0
Gunther Cunningham,Kansas City Chiefs,1999,Head Coach,Head,Head,9.0,7.0,0.0
Dave Adolph,Kansas City Chiefs,1999,Assistant Head Coach/Linebackers,Head,Head,9.0,7.0,0.0
Frank Cignetti,Kansas City Chiefs,1999,Quality Control,,Positional,9.0,7.0,0.0
Tom Rossley,Kansas City Chiefs,1999,Quarterbacks,Offense,Positional,9.0,7.0,0.0
Keith Rowen,Kansas City Chiefs,1999,Tight Ends,Offense,Positional,9.0,7.0,0.0
Mike Solari,Kansas City Chiefs,1999,Offensive Line,Offense,Positional,9.0,7.0,0.0
Ron Zook,Kansas City Chiefs,1999,Defensive Backs,Defense,Positional,9.0,7.0,0.0
Mike Holmgren,Seattle Seahawks,1999,Head Coach,Head,Head,9.0,7.0,0.0
Ken Flajole,Seattle Seahawks,1999,Defensive Backs/Secondary,Defense,Positional,9.0,7.0,0.0
Mike Sheppard,Seattle Seahawks,1999,Quarterbacks,Offense,Positional,9.0,7.0,0.0
Chris Palmer,Cleveland Browns,1999,Head Coach,Head,Head,2.0,14.0,0.0
Keith Butler,Cleveland Browns,1999,Linebackers,Defense,Positional,2.0,14.0,0.0
Bill Davis,Cleveland Browns,1999,Linebackerss/Defensive Assistant,Defense,Positional,2.0,14.0,0.0
John Hufnagel,Cleveland Browns,1999,Quarterbacks,Offense,Positional,2.0,14.0,0.0
Ray Perkins,Cleveland Browns,1999,Tight Ends,Offense,Positional,2.0,14.0,0.0
Tony Sparano,Cleveland Browns,1999,Offensive Quality Control,Offense,Positional,2.0,14.0,0.0
